affiliate_id,affiliate_name,anomaly_type,latest_month,latest_amount,historical_avg,decline_pct,months_since_last_activity,gap_amount,feed_health_status,severity
1136,,Reconciliation Gap,2024-05,481.45,,,,,,Medium
1127,,Reconciliation Gap,2024-05,469.98,,,,,,Medium
1131,,Reconciliation Gap,2024-12,15.97,,,,,,Medium
1088,,Reconciliation Gap,2024-03,523.78,,,,,,Medium
1050,,Reconciliation Gap,2025-09,301.28,,,,,,Medium
1022,,Reconciliation Gap,2025-04,562.31,,,,,,Medium
1022,,Reconciliation Gap,2025-04,224.93,,,,,,Medium
1013,,Reconciliation Gap,2024-07,329.38,,,,,,Medium
1013,,Reconciliation Gap,2025-05,46.06,,,,,,Medium
1013,,Reconciliation Gap,2025-05,18.43,,,,,,Medium
1016,,Reconciliation Gap,2025-09,444.23,,,,,,Medium
1016,,Reconciliation Gap,2025-09,177.69,,,,,,Medium
1021,,Reconciliation Gap,2025-05,305.79,,,,,,Medium
1049,,Reconciliation Gap,2024-02,18.25,,,,,,Medium
1087,,Reconciliation Gap,2025-07,290.6,,,,,,Medium
1150,,Reconciliation Gap,2025-07,-84.82,,,,,,Medium
1086,,Reconciliation Gap,2024-07,207.52,,,,,,Medium
1086,,Reconciliation Gap,2024-07,83.01,,,,,,Medium
1123,,Reconciliation Gap,2024-02,594.59,,,,,,Medium
1016,,Reconciliation Gap,2024-05,264.54,,,,,,Medium
1052,,Reconciliation Gap,2024-05,364.66,,,,,,Medium
1053,,Reconciliation Gap,2024-07,298.22,,,,,,Medium
1046,,Reconciliation Gap,2025-12,183.37,,,,,,Medium
1052,,Reconciliation Gap,2024-09,193.02,,,,,,Medium
1093,,Reconciliation Gap,2025-05,169.67,,,,,,Medium
1049,,Reconciliation Gap,2026-01,332.9,,,,,,Medium
1006,,Reconciliation Gap,2025-12,265.57,,,,,,Medium
1006,,Reconciliation Gap,2024-10,353.97,,,,,,Medium
1133,,Reconciliation Gap,2025-05,13.76,,,,,,Medium
1087,,Reconciliation Gap,2025-11,260.07,,,,,,Medium
1075,,Reconciliation Gap,2025-09,453.3,,,,,,Medium
1130,,Reconciliation Gap,2026-02,18.84,,,,,,Medium
1013,,Reconciliation Gap,2025-07,234.4,,,,,,Medium
1123,,Reconciliation Gap,2025-03,344.63,,,,,,Medium
1087,,Reconciliation Gap,2026-02,595.59,,,,,,Medium
1147,,Reconciliation Gap,2024-03,599.29,,,,,,Medium
1006,,Reconciliation Gap,2024-10,218.61,,,,,,Medium
1132,,Reconciliation Gap,2024-05,185.87,,,,,,Medium
1101,,Reconciliation Gap,2024-01,265.35,,,,,,Medium
1126,,Reconciliation Gap,2025-02,37.5,,,,,,Medium
1126,,Reconciliation Gap,2025-02,15.0,,,,,,Medium
1038,,Reconciliation Gap,2026-02,472.57,,,,,,Medium
1037,,Reconciliation Gap,2025-09,394.45,,,,,,Medium
1117,,Reconciliation Gap,2025-08,192.11,,,,,,Medium
1055,,Reconciliation Gap,2024-01,407.84,,,,,,Medium
1055,,Reconciliation Gap,2024-01,163.13,,,,,,Medium
1016,,Reconciliation Gap,2025-03,70.13,,,,,,Medium
1147,,Reconciliation Gap,2024-03,386.03,,,,,,Medium
1147,,Reconciliation Gap,2024-03,154.41,,,,,,Medium
1093,,Reconciliation Gap,2025-04,565.63,,,,,,Medium
1064,,Reconciliation Gap,2025-08,17.76,,,,,,Medium
1119,,Reconciliation Gap,2025-12,208.07,,,,,,Medium
1033,,Reconciliation Gap,2026-02,598.7,,,,,,Medium
1046,,Reconciliation Gap,2025-05,598.69,,,,,,Medium
1024,,Reconciliation Gap,2026-03,33.23,,,,,,Medium
1057,,Reconciliation Gap,2025-08,177.61,,,,,,Medium
1081,,Reconciliation Gap,2025-04,190.6,,,,,,Medium
1081,,Reconciliation Gap,2025-04,76.24,,,,,,Medium
1017,,Reconciliation Gap,2025-07,304.62,,,,,,Medium
1017,,Reconciliation Gap,2025-07,121.85,,,,,,Medium
1127,,Reconciliation Gap,2025-07,148.85,,,,,,Medium
1127,,Reconciliation Gap,2025-07,59.54,,,,,,Medium
1074,,Reconciliation Gap,2024-04,51.2,,,,,,Medium
1137,,Reconciliation Gap,2024-07,526.15,,,,,,Medium
1125,,Reconciliation Gap,2026-01,62.84,,,,,,Medium
1125,,Reconciliation Gap,2026-01,25.14,,,,,,Medium
1119,,Reconciliation Gap,2025-02,542.8,,,,,,Medium
1064,,Reconciliation Gap,2024-12,538.71,,,,,,Medium
1064,,Reconciliation Gap,2024-12,215.48,,,,,,Medium
1077,,Reconciliation Gap,2025-02,379.42,,,,,,Medium
1150,,Reconciliation Gap,2026-01,112.11,,,,,,Medium
1017,,Reconciliation Gap,2024-01,357.15,,,,,,Medium
1101,,Reconciliation Gap,2025-06,434.21,,,,,,Medium
1116,,Reconciliation Gap,2024-02,339.57,,,,,,Medium
1116,,Reconciliation Gap,2024-02,135.83,,,,,,Medium
1071,,Reconciliation Gap,2024-05,27.56,,,,,,Medium
1071,,Reconciliation Gap,2024-05,11.02,,,,,,Medium
1133,,Reconciliation Gap,2024-04,210.04,,,,,,Medium
1046,,Reconciliation Gap,2024-10,563.68,,,,,,Medium
1049,,Reconciliation Gap,2024-05,59.85,,,,,,Medium
1131,,Reconciliation Gap,2025-07,323.91,,,,,,Medium
1086,,Reconciliation Gap,2024-10,565.23,,,,,,Medium
1105,,Reconciliation Gap,2024-04,430.46,,,,,,Medium
1105,,Reconciliation Gap,2024-04,172.18,,,,,,Medium
1026,,Reconciliation Gap,2026-01,402.06,,,,,,Medium
1026,,Reconciliation Gap,2026-01,160.82,,,,,,Medium
1034,,Reconciliation Gap,2024-12,167.47,,,,,,Medium
1148,,Reconciliation Gap,2024-02,261.44,,,,,,Medium
1148,,Reconciliation Gap,2024-02,104.58,,,,,,Medium
1137,,Reconciliation Gap,2025-10,377.3,,,,,,Medium
1046,,Reconciliation Gap,2024-09,283.39,,,,,,Medium
1025,,Reconciliation Gap,2025-10,525.83,,,,,,Medium
1025,,Reconciliation Gap,2025-10,210.33,,,,,,Medium
1126,,Reconciliation Gap,2024-08,426.72,,,,,,Medium
1137,,Reconciliation Gap,2024-08,383.53,,,,,,Medium
1068,,Reconciliation Gap,2024-10,401.62,,,,,,Medium
1124,,Reconciliation Gap,2024-10,60.18,,,,,,Medium
1061,,Reconciliation Gap,2025-04,196.92,,,,,,Medium
1071,,Reconciliation Gap,2024-12,418.94,,,,,,Medium
1114,,Reconciliation Gap,2025-02,413.12,,,,,,Medium
1093,,Reconciliation Gap,2025-07,463.65,,,,,,Medium
1101,,Reconciliation Gap,2025-02,158.27,,,,,,Medium
1138,,Reconciliation Gap,2024-11,269.96,,,,,,Medium
1137,,Reconciliation Gap,2025-09,367.42,,,,,,Medium
1004,,Reconciliation Gap,2024-04,468.81,,,,,,Medium
1015,,Reconciliation Gap,2025-06,128.25,,,,,,Medium
1090,,Reconciliation Gap,2024-10,481.27,,,,,,Medium
1090,,Reconciliation Gap,2024-10,192.51,,,,,,Medium
1006,,Reconciliation Gap,2026-02,564.36,,,,,,Medium
1034,,Reconciliation Gap,2024-11,16.99,,,,,,Medium
1024,,Reconciliation Gap,2025-11,241.95,,,,,,Medium
1016,,Reconciliation Gap,2025-05,433.96,,,,,,Medium
1124,,Reconciliation Gap,2024-06,59.6,,,,,,Medium
1070,,Reconciliation Gap,2025-03,308.63,,,,,,Medium
1055,,Reconciliation Gap,2025-04,227.51,,,,,,Medium
1058,,Reconciliation Gap,2024-10,544.83,,,,,,Medium
1116,,Reconciliation Gap,2025-01,458.21,,,,,,Medium
1005,,Reconciliation Gap,2026-02,141.19,,,,,,Medium
1073,,Reconciliation Gap,2026-04,378.87,,,,,,Medium
1114,,Reconciliation Gap,2024-09,52.62,,,,,,Medium
1127,,Reconciliation Gap,2024-03,461.03,,,,,,Medium
1033,,Reconciliation Gap,2024-11,414.18,,,,,,Medium
1041,,Reconciliation Gap,2026-03,294.51,,,,,,Medium
1111,,Reconciliation Gap,2025-06,334.0,,,,,,Medium
1098,,Reconciliation Gap,2025-01,78.55,,,,,,Medium
1040,,Reconciliation Gap,2024-04,25.84,,,,,,Medium
1114,,Reconciliation Gap,2026-02,524.84,,,,,,Medium
1064,,Reconciliation Gap,2025-06,195.13,,,,,,Medium
1064,,Reconciliation Gap,2025-06,78.05,,,,,,Medium
1133,,Reconciliation Gap,2025-06,363.7,,,,,,Medium
1026,,Reconciliation Gap,2025-06,429.76,,,,,,Medium
1112,,Reconciliation Gap,2024-01,188.82,,,,,,Medium
1073,,Reconciliation Gap,2024-03,375.92,,,,,,Medium
1046,,Reconciliation Gap,2025-10,10.94,,,,,,Medium
1098,,Reconciliation Gap,2026-01,185.19,,,,,,Medium
1124,,Reconciliation Gap,2024-03,356.6,,,,,,Medium
1127,,Reconciliation Gap,2024-05,478.64,,,,,,Medium
1130,,Reconciliation Gap,2024-10,580.08,,,,,,Medium
1041,,Reconciliation Gap,2024-01,470.56,,,,,,Medium
1041,,Reconciliation Gap,2024-01,188.22,,,,,,Medium
1001,,Reconciliation Gap,2024-03,537.83,,,,,,Medium
1144,,Reconciliation Gap,2024-11,183.28,,,,,,Medium
1088,,Reconciliation Gap,2024-12,188.78,,,,,,Medium
1045,,Reconciliation Gap,2025-10,500.58,,,,,,Medium
1114,,Reconciliation Gap,2025-12,74.34,,,,,,Medium
1114,,Reconciliation Gap,2025-12,29.74,,,,,,Medium
1144,,Reconciliation Gap,2026-01,255.89,,,,,,Medium
1039,,Reconciliation Gap,2025-01,109.46,,,,,,Medium
1122,,Reconciliation Gap,2024-01,352.75,,,,,,Medium
1117,,Reconciliation Gap,2025-09,165.63,,,,,,Medium
1150,,Reconciliation Gap,2024-10,376.1,,,,,,Medium
1150,,Reconciliation Gap,2024-10,-150.44,,,,,,Medium
1137,,Reconciliation Gap,2025-05,106.33,,,,,,Medium
1021,,Reconciliation Gap,2025-01,19.73,,,,,,Medium
1021,,Reconciliation Gap,2025-01,7.89,,,,,,Medium
1096,,Reconciliation Gap,2024-02,267.42,,,,,,Medium
1058,,Reconciliation Gap,2025-11,369.37,,,,,,Medium
1071,,Reconciliation Gap,2025-08,433.98,,,,,,Medium
1096,,Reconciliation Gap,2024-03,117.78,,,,,,Medium
1037,,Reconciliation Gap,2024-02,167.13,,,,,,Medium
1001,,Reconciliation Gap,2024-10,337.43,,,,,,Medium
1018,,Reconciliation Gap,2025-04,55.18,,,,,,Medium
1018,,Reconciliation Gap,2025-04,22.07,,,,,,Medium
1004,,Reconciliation Gap,2026-03,8.74,,,,,,Medium
1052,,Reconciliation Gap,2025-11,386.28,,,,,,Medium
1052,,Reconciliation Gap,2025-11,154.51,,,,,,Medium
1061,,Reconciliation Gap,2024-10,86.4,,,,,,Medium
1040,,Reconciliation Gap,2024-10,157.46,,,,,,Medium
1081,,Reconciliation Gap,2026-03,385.99,,,,,,Medium
1006,,Reconciliation Gap,2025-01,95.53,,,,,,Medium
1139,,Reconciliation Gap,2024-07,206.95,,,,,,Medium
1139,,Reconciliation Gap,2024-07,82.78,,,,,,Medium
1041,,Reconciliation Gap,2024-08,281.94,,,,,,Medium
1038,,Reconciliation Gap,2024-05,281.68,,,,,,Medium
1006,,Reconciliation Gap,2025-12,65.01,,,,,,Medium
1112,,Reconciliation Gap,2024-12,389.61,,,,,,Medium
1111,,Reconciliation Gap,2024-07,451.85,,,,,,Medium
1148,,Reconciliation Gap,2026-01,241.1,,,,,,Medium
1074,,Reconciliation Gap,2025-11,242.19,,,,,,Medium
1117,,Reconciliation Gap,2025-03,256.97,,,,,,Medium
1034,,Reconciliation Gap,2024-06,553.61,,,,,,Medium
1034,,Reconciliation Gap,2024-06,221.44,,,,,,Medium
1026,,Reconciliation Gap,2025-11,201.56,,,,,,Medium
1026,,Reconciliation Gap,2025-11,80.62,,,,,,Medium
1105,,Reconciliation Gap,2024-06,277.7,,,,,,Medium
1070,,Reconciliation Gap,2024-07,143.62,,,,,,Medium
1147,,Reconciliation Gap,2026-03,226.12,,,,,,Medium
1147,,Reconciliation Gap,2025-12,129.46,,,,,,Medium
1052,,Reconciliation Gap,2025-01,79.28,,,,,,Medium
1061,,Reconciliation Gap,2025-09,237.83,,,,,,Medium
1130,,Reconciliation Gap,2024-08,531.64,,,,,,Medium
1117,,Reconciliation Gap,2025-09,360.5,,,,,,Medium
1116,,Reconciliation Gap,2024-02,128.71,,,,,,Medium
1098,,Reconciliation Gap,2024-10,188.38,,,,,,Medium
1096,,Reconciliation Gap,2024-06,240.43,,,,,,Medium
1075,,Reconciliation Gap,2025-11,517.82,,,,,,Medium
1128,,Reconciliation Gap,2025-01,412.56,,,,,,Medium
1098,,Reconciliation Gap,2024-11,256.43,,,,,,Medium
1104,,Reconciliation Gap,2025-01,469.15,,,,,,Medium
1022,,Reconciliation Gap,2025-03,320.2,,,,,,Medium
1074,,Reconciliation Gap,2024-09,120.57,,,,,,Medium
1010,,Reconciliation Gap,2024-10,26.31,,,,,,Medium
1010,,Reconciliation Gap,2024-10,10.52,,,,,,Medium
1098,,Reconciliation Gap,2025-11,179.45,,,,,,Medium
1077,,Reconciliation Gap,2024-01,269.44,,,,,,Medium
1006,,Reconciliation Gap,2026-01,239.24,,,,,,Medium
1029,,Reconciliation Gap,2025-03,535.9,,,,,,Medium
1122,,Reconciliation Gap,2025-04,26.78,,,,,,Medium
1138,,Reconciliation Gap,2025-01,308.8,,,,,,Medium
1068,,Reconciliation Gap,2025-02,15.87,,,,,,Medium
1068,,Reconciliation Gap,2025-02,6.35,,,,,,Medium
1099,,Reconciliation Gap,2026-03,117.01,,,,,,Medium
1052,,Reconciliation Gap,2025-01,345.07,,,,,,Medium
1148,,Reconciliation Gap,2024-10,302.18,,,,,,Medium
1061,,Reconciliation Gap,2024-01,245.79,,,,,,Medium
1057,,Reconciliation Gap,2025-09,474.68,,,,,,Medium
1072,,Reconciliation Gap,2024-03,367.8,,,,,,Medium
1096,,Reconciliation Gap,2024-12,326.02,,,,,,Medium
1071,,Reconciliation Gap,2026-04,268.02,,,,,,Medium
1150,,Reconciliation Gap,2025-11,235.56,,,,,,Medium
1017,,Reconciliation Gap,2025-07,591.01,,,,,,Medium
1068,,Reconciliation Gap,2026-02,190.91,,,,,,Medium
1036,,Reconciliation Gap,2024-12,340.02,,,,,,Medium
1061,,Reconciliation Gap,2026-01,295.73,,,,,,Medium
1132,,Reconciliation Gap,2024-04,238.96,,,,,,Medium
1034,,Reconciliation Gap,2025-07,246.59,,,,,,Medium
1071,,Reconciliation Gap,2025-10,65.62,,,,,,Medium
1071,,Reconciliation Gap,2025-10,26.25,,,,,,Medium
1090,,Reconciliation Gap,2025-02,298.16,,,,,,Medium
1037,,Reconciliation Gap,2024-10,4.49,,,,,,Medium
1147,,Reconciliation Gap,2025-01,349.14,,,,,,Medium
1005,,Reconciliation Gap,2024-08,85.3,,,,,,Medium
1093,,Reconciliation Gap,2024-11,366.86,,,,,,Medium
1086,,Reconciliation Gap,2026-01,361.8,,,,,,Medium
1039,,Reconciliation Gap,2025-04,223.02,,,,,,Medium
1039,,Reconciliation Gap,2025-04,89.21,,,,,,Medium
1064,,Reconciliation Gap,2024-02,126.19,,,,,,Medium
1050,,Reconciliation Gap,2025-04,301.38,,,,,,Medium
1034,,Reconciliation Gap,2025-04,433.92,,,,,,Medium
1093,,Reconciliation Gap,2025-04,517.65,,,,,,Medium
1123,,Reconciliation Gap,2026-01,466.52,,,,,,Medium
1113,,Reconciliation Gap,2024-10,487.47,,,,,,Medium
1092,,Reconciliation Gap,2025-10,390.65,,,,,,Medium
1055,,Reconciliation Gap,2026-02,475.49,,,,,,Medium
1029,,Reconciliation Gap,2026-03,290.85,,,,,,Medium
1105,,Reconciliation Gap,2026-02,148.72,,,,,,Medium
1104,,Reconciliation Gap,2025-08,166.99,,,,,,Medium
1005,,Reconciliation Gap,2025-01,339.22,,,,,,Medium
1127,,Reconciliation Gap,2025-05,428.56,,,,,,Medium
1025,,Reconciliation Gap,2025-09,177.17,,,,,,Medium
1045,,Reconciliation Gap,2024-11,91.15,,,,,,Medium
1121,,Reconciliation Gap,2025-05,372.03,,,,,,Medium
1117,,Reconciliation Gap,2025-06,226.18,,,,,,Medium
1117,,Reconciliation Gap,2025-06,90.47,,,,,,Medium
1087,,Reconciliation Gap,2025-11,568.3,,,,,,Medium
1058,,Reconciliation Gap,2026-03,437.94,,,,,,Medium
1127,,Reconciliation Gap,2026-02,507.83,,,,,,Medium
1040,,Reconciliation Gap,2025-11,22.12,,,,,,Medium
1057,,Reconciliation Gap,2025-07,508.35,,,,,,Medium
1104,,Reconciliation Gap,2025-06,150.66,,,,,,Medium
1140,,Reconciliation Gap,2024-08,414.56,,,,,,Medium
1125,,Reconciliation Gap,2024-04,446.51,,,,,,Medium
1025,,Reconciliation Gap,2024-11,38.87,,,,,,Medium
1111,,Reconciliation Gap,2025-07,529.28,,,,,,Medium
1113,,Reconciliation Gap,2025-03,52.32,,,,,,Medium
1114,,Reconciliation Gap,2025-08,8.24,,,,,,Medium
1101,,Reconciliation Gap,2025-08,483.94,,,,,,Medium
1093,,Reconciliation Gap,2024-10,296.83,,,,,,Medium
1139,,Reconciliation Gap,2024-09,520.69,,,,,,Medium
1070,,Reconciliation Gap,2024-04,586.39,,,,,,Medium
1070,,Reconciliation Gap,2024-04,234.56,,,,,,Medium
1034,,Reconciliation Gap,2024-03,456.86,,,,,,Medium
1074,,Reconciliation Gap,2026-04,111.64,,,,,,Medium
1117,,Reconciliation Gap,2024-11,460.44,,,,,,Medium
1041,,Reconciliation Gap,2025-11,94.87,,,,,,Medium
1034,,Reconciliation Gap,2025-11,96.39,,,,,,Medium
1034,,Reconciliation Gap,2025-11,38.55,,,,,,Medium
1057,,Reconciliation Gap,2024-09,284.51,,,,,,Medium
1057,,Reconciliation Gap,2024-09,113.8,,,,,,Medium
1071,,Reconciliation Gap,2024-11,256.62,,,,,,Medium
1092,,Reconciliation Gap,2025-02,213.78,,,,,,Medium
1004,,Reconciliation Gap,2024-08,398.08,,,,,,Medium
1098,,Reconciliation Gap,2024-11,335.95,,,,,,Medium
1101,,Reconciliation Gap,2024-04,46.97,,,,,,Medium
1130,,Reconciliation Gap,2024-02,469.28,,,,,,Medium
1052,,Reconciliation Gap,2025-09,352.7,,,,,,Medium
1123,,Reconciliation Gap,2025-03,554.35,,,,,,Medium
1072,,Reconciliation Gap,2026-04,93.18,,,,,,Medium
1018,,Reconciliation Gap,2024-09,198.39,,,,,,Medium
1064,,Reconciliation Gap,2024-05,463.83,,,,,,Medium
1071,,Reconciliation Gap,2026-03,268.89,,,,,,Medium
1071,,Reconciliation Gap,2026-03,107.56,,,,,,Medium
1146,,Reconciliation Gap,2024-09,363.16,,,,,,Medium
1146,,Reconciliation Gap,2024-09,145.26,,,,,,Medium
1010,,Reconciliation Gap,2024-03,548.01,,,,,,Medium
1006,,Reconciliation Gap,2026-03,197.92,,,,,,Medium
1015,,Reconciliation Gap,2025-08,57.56,,,,,,Medium
1119,,Reconciliation Gap,2025-08,553.69,,,,,,Medium
1147,,Reconciliation Gap,2026-04,167.93,,,,,,Medium
1140,,Reconciliation Gap,2024-03,111.05,,,,,,Medium
1099,,Reconciliation Gap,2025-02,345.91,,,,,,Medium
1046,,Reconciliation Gap,2025-03,92.42,,,,,,Medium
1046,,Reconciliation Gap,2025-03,36.97,,,,,,Medium
1040,,Reconciliation Gap,2024-12,536.21,,,,,,Medium
1029,,Reconciliation Gap,2024-11,111.0,,,,,,Medium
1025,,Reconciliation Gap,2024-12,572.91,,,,,,Medium
1041,,Reconciliation Gap,2024-11,100.06,,,,,,Medium
1041,,Reconciliation Gap,2024-11,40.03,,,,,,Medium
1101,,Reconciliation Gap,2025-01,17.69,,,,,,Medium
1101,,Reconciliation Gap,2025-01,7.08,,,,,,Medium
1040,,Reconciliation Gap,2026-02,229.85,,,,,,Medium
1129,,Reconciliation Gap,2024-05,99.82,,,,,,Medium
1077,,Reconciliation Gap,2025-03,116.61,,,,,,Medium
1077,,Reconciliation Gap,2025-03,46.64,,,,,,Medium
1105,,Reconciliation Gap,2024-01,229.57,,,,,,Medium
1081,,Reconciliation Gap,2024-03,-261.9,,,,,,Medium
1017,,Reconciliation Gap,2025-04,11.97,,,,,,Medium
1017,,Reconciliation Gap,2025-04,4.79,,,,,,Medium
1037,,Reconciliation Gap,2024-01,78.95,,,,,,Medium
1013,,Reconciliation Gap,2026-04,127.87,,,,,,Medium
1034,,Reconciliation Gap,2024-06,106.85,,,,,,Medium
1144,,Reconciliation Gap,2025-01,527.75,,,,,,Medium
1070,,Reconciliation Gap,2025-10,225.48,,,,,,Medium
1005,,Reconciliation Gap,2024-01,533.57,,,,,,Medium
1008,,Reconciliation Gap,2025-01,458.1,,,,,,Medium
1075,,Reconciliation Gap,2024-04,253.38,,,,,,Medium
1096,,Reconciliation Gap,2025-03,82.81,,,,,,Medium
1112,,Reconciliation Gap,2024-05,195.42,,,,,,Medium
1019,,Reconciliation Gap,2025-05,449.86,,,,,,Medium
1019,,Reconciliation Gap,2025-05,179.94,,,,,,Medium
1046,,Reconciliation Gap,2026-01,59.14,,,,,,Medium
1046,,Reconciliation Gap,2024-07,438.69,,,,,,Medium
1130,,Reconciliation Gap,2025-06,347.36,,,,,,Medium
1130,,Reconciliation Gap,2025-06,138.94,,,,,,Medium
1129,,Reconciliation Gap,2026-02,543.84,,,,,,Medium
1038,,Reconciliation Gap,2024-05,381.69,,,,,,Medium
1003,,Reconciliation Gap,2025-05,291.6,,,,,,Medium
1128,,Reconciliation Gap,2025-04,595.64,,,,,,Medium
1058,,Reconciliation Gap,2024-12,204.01,,,,,,Medium
1058,,Reconciliation Gap,2024-12,81.6,,,,,,Medium
1141,,Reconciliation Gap,2025-11,514.09,,,,,,Medium
1098,,Reconciliation Gap,2025-07,77.92,,,,,,Medium
1125,,Reconciliation Gap,2024-05,-524.3,,,,,,Medium
1017,,Reconciliation Gap,2024-07,240.04,,,,,,Medium
1017,,Reconciliation Gap,2024-07,96.02,,,,,,Medium
1004,,Reconciliation Gap,2026-01,447.4,,,,,,Medium
1122,,Reconciliation Gap,2024-02,480.66,,,,,,Medium
1122,,Reconciliation Gap,2025-01,97.35,,,,,,Medium
1046,,Reconciliation Gap,2025-07,565.46,,,,,,Medium
1092,,Reconciliation Gap,2025-02,540.82,,,,,,Medium
1092,,Reconciliation Gap,2025-02,216.33,,,,,,Medium
1001,,Reconciliation Gap,2024-09,425.73,,,,,,Medium
1131,,Reconciliation Gap,2024-03,453.71,,,,,,Medium
1052,,Reconciliation Gap,2026-03,97.77,,,,,,Medium
1075,,Reconciliation Gap,2024-08,578.11,,,,,,Medium
1129,,Reconciliation Gap,2024-07,267.42,,,,,,Medium
1024,,Reconciliation Gap,2024-11,315.73,,,,,,Medium
1101,,Reconciliation Gap,2026-04,77.11,,,,,,Medium
1074,,Reconciliation Gap,2024-02,230.45,,,,,,Medium
1074,,Reconciliation Gap,2024-02,92.18,,,,,,Medium
1148,,Reconciliation Gap,2026-02,176.44,,,,,,Medium
1131,,Reconciliation Gap,2024-09,521.94,,,,,,Medium
1096,,Reconciliation Gap,2025-10,65.35,,,,,,Medium
1053,,Reconciliation Gap,2024-12,253.24,,,,,,Medium
1019,,Reconciliation Gap,2024-09,352.51,,,,,,Medium
1114,,Reconciliation Gap,2025-09,502.85,,,,,,Medium
1087,,Reconciliation Gap,2025-09,66.91,,,,,,Medium
1019,,Reconciliation Gap,2026-02,145.07,,,,,,Medium
1090,,Reconciliation Gap,2024-12,389.14,,,,,,Medium
1006,,Reconciliation Gap,2026-04,483.62,,,,,,Medium
1045,,Reconciliation Gap,2024-07,16.93,,,,,,Medium
1045,,Reconciliation Gap,2024-07,6.77,,,,,,Medium
1053,,Reconciliation Gap,2026-04,410.6,,,,,,Medium
1010,,Reconciliation Gap,2025-04,420.21,,,,,,Medium
1126,,Reconciliation Gap,2025-10,194.82,,,,,,Medium
1116,,Reconciliation Gap,2024-12,212.7,,,,,,Medium
1071,,Reconciliation Gap,2024-04,548.72,,,,,,Medium
1138,,Reconciliation Gap,2026-02,231.16,,,,,,Medium
1101,,Reconciliation Gap,2026-02,97.63,,,,,,Medium
1070,,Reconciliation Gap,2025-12,386.28,,,,,,Medium
1136,,Reconciliation Gap,2024-07,58.29,,,,,,Medium
1055,,Reconciliation Gap,2026-01,205.75,,,,,,Medium
1064,,Reconciliation Gap,2025-08,582.52,,,,,,Medium
1052,,Reconciliation Gap,2024-06,401.34,,,,,,Medium
1046,,Reconciliation Gap,2024-08,265.61,,,,,,Medium
1004,,Reconciliation Gap,2025-05,503.16,,,,,,Medium
1093,,Reconciliation Gap,2025-06,349.59,,,,,,Medium
1055,,Reconciliation Gap,2026-04,481.53,,,,,,Medium
1050,,Reconciliation Gap,2025-07,215.85,,,,,,Medium
1050,,Reconciliation Gap,2025-07,86.34,,,,,,Medium
1123,,Reconciliation Gap,2024-05,60.23,,,,,,Medium
1123,,Reconciliation Gap,2024-05,24.09,,,,,,Medium
1132,,Reconciliation Gap,2026-01,210.64,,,,,,Medium
1046,,Reconciliation Gap,2024-10,345.62,,,,,,Medium
1099,,Reconciliation Gap,2024-06,15.71,,,,,,Medium
1113,,Reconciliation Gap,2024-03,410.0,,,,,,Medium
1005,,Reconciliation Gap,2025-05,259.92,,,,,,Medium
1141,,Reconciliation Gap,2024-11,324.19,,,,,,Medium
1119,,Reconciliation Gap,2024-05,460.36,,,,,,Medium
1119,,Reconciliation Gap,2024-05,184.15,,,,,,Medium
1077,,Reconciliation Gap,2024-05,465.34,,,,,,Medium
1034,,Reconciliation Gap,2024-09,587.92,,,,,,Medium
1005,,Reconciliation Gap,2026-01,73.9,,,,,,Medium
1147,,Reconciliation Gap,2026-04,246.03,,,,,,Medium
1019,,Reconciliation Gap,2024-12,108.5,,,,,,Medium
1055,,Reconciliation Gap,2024-07,137.92,,,,,,Medium
1055,,Reconciliation Gap,2024-07,55.17,,,,,,Medium
1004,,Reconciliation Gap,2024-03,589.25,,,,,,Medium
1122,,Reconciliation Gap,2024-01,197.8,,,,,,Medium
1086,,Reconciliation Gap,2024-06,115.12,,,,,,Medium
1075,,Reconciliation Gap,2025-11,547.79,,,,,,Medium
1037,,Reconciliation Gap,2024-06,489.08,,,,,,Medium
1024,,Reconciliation Gap,2024-10,66.9,,,,,,Medium
1019,,Reconciliation Gap,2024-07,363.09,,,,,,Medium
1019,,Reconciliation Gap,2024-07,145.24,,,,,,Medium
1088,,Reconciliation Gap,2024-04,402.05,,,,,,Medium
1114,,Reconciliation Gap,2026-03,244.06,,,,,,Medium
1141,,Reconciliation Gap,2024-04,509.05,,,,,,Medium
1127,,Reconciliation Gap,2025-12,320.33,,,,,,Medium
1072,,Reconciliation Gap,2025-04,458.71,,,,,,Medium
1087,,Reconciliation Gap,2025-05,16.74,,,,,,Medium
1070,,Reconciliation Gap,2026-03,463.02,,,,,,Medium
1008,,Reconciliation Gap,2024-04,186.0,,,,,,Medium
1139,,Reconciliation Gap,2026-01,31.15,,,,,,Medium
1077,,Reconciliation Gap,2024-02,494.69,,,,,,Medium
1037,,Reconciliation Gap,2025-01,409.48,,,,,,Medium
1038,,Reconciliation Gap,2025-12,193.89,,,,,,Medium
1133,,Reconciliation Gap,2024-02,553.45,,,,,,Medium
1001,,Reconciliation Gap,2025-11,-488.65,,,,,,Medium
1049,,Reconciliation Gap,2025-02,29.24,,,,,,Medium
1098,,Reconciliation Gap,2025-12,518.59,,,,,,Medium
1057,,Reconciliation Gap,2025-12,8.61,,,,,,Medium
1039,,Reconciliation Gap,2024-09,361.08,,,,,,Medium
1104,,Reconciliation Gap,2025-11,414.48,,,,,,Medium
1114,,Reconciliation Gap,2024-07,323.32,,,,,,Medium
